,,Jan 1 – Dec 31 2020,29.91%,47720
,,Jan 1 – Dec 31 2021,30.38%,51573
,,Jan 1 – Dec 31 2022,31.49%,54582
,,Jan 1 – Dec 31 2023,31.55%,55160
,,Jan 1 – Dec 31 2024,31.65%,54817
,Rhode Island,Jan 1 – Dec 31 2018,33.70%,1362
,,Jan 1 – Dec 31 2019,28.08%,1364
,,Jan 1 – Dec 31 2020,29.76%,1398
,,Jan 1 – Dec 31 2021,32.21%,1304
,,Jan 1 – Dec 31 2022,31.95%,1618
,,Jan 1 – Dec 31 2023,31.19%,3229
,,Jan 1 – Dec 31 2024,35.85%,7001
,Louisiana,Jan 1 – Dec 31 2018,31.86%,17933
,,Jan 1 – Dec 31 2019,32.76%,18116
,,Jan 1 – Dec 31 2020,32.09%,18614
,,Jan 1 – Dec 31 2021,30.72%,20025
,,Jan 1 – Dec 31 2022,31.79%,22586
,,Jan 1 – Dec 31 2023,31.88%,23982
,,Jan 1 – Dec 31 2024,30.75%,24822
,Illinois,Jan 1 – Dec 31 2018,27.99%,43140
,,Jan 1 – Dec 31 2019,31.51%,55900
,,Jan 1 – Dec 31 2020,28.28%,57761
,,Jan 1 – Dec 31 2021,29.36%,58593
,,Jan 1 – Dec 31 2022,30.29%,64749
,,Jan 1 – Dec 31 2023,29.33%,66553
,,Jan 1 – Dec 31 2024,28.53%,69200
,Kentucky,Jan 1 – Dec 31 2018,29.65%,17963
,,Jan 1 – Dec 31 2019,31.79%,19591
,,Jan 1 – Dec 31 2020,30.29%,22026
,,Jan 1 – Dec 31 2021,30.24%,25664
,,Jan 1 – Dec 31 2022,32.22%,28392
,,Jan 1 – Dec 31 2023,31.78%,30092
,,Jan 1 – Dec 31 2024,31.54%,33360
,New York,Jan 1 – Dec 31 2018,28.52%,26952
,,Jan 1 – Dec 31 2019,32.01%,28844
,,Jan 1 – Dec 31 2020,28.00%,30570
,,Jan 1 – Dec 31 2021,29.11%,33082
,,Jan 1 – Dec 31 2022,30.54%,35422
,,Jan 1 – Dec 31 2023,30.48%,36531
,,Jan 1 – Dec 31 2024,29.15%,40719
,West Virginia,Jan 1 – Dec 31 2018,21.81%,4144
,,Jan 1 – Dec 31 2019,29.53%,5269
,,Jan 1 – Dec 31 2020,27.16%,5762
,,Jan 1 – Dec 31 2021,28.89%,6293
,,Jan 1 – Dec 31 2022,29.06%,7823
,,Jan 1 – Dec 31 2023,29.88%,9629
,,Jan 1 – Dec 31 2024,28.78%,11577
,Oregon,Jan 1 – Dec 31 2018,28.89%,20184
,,Jan 1 – Dec 31 2019,32.36%,21077
,,Jan 1 – Dec 31 2020,29.98%,20379
,,Jan 1 – Dec 31 2021,28.69%,20799
,,Jan 1 – Dec 31 2022,30.01%,21596
,,Jan 1 – Dec 31 2023,29.41%,22312
,,Jan 1 – Dec 31 2024,28.63%,26104
,Michigan,Jan 1 – Dec 31 2018,29.32%,31298
,,Jan 1 – Dec 31 2019,31.64%,31917
,,Jan 1 – Dec 31 2020,29.96%,46146
,,Jan 1 – Dec 31 2021,30.58%,47658
,,Jan 1 – Dec 31 2022,31.73%,49902
,,Jan 1 – Dec 31 2023,31.70%,49190
,,Jan 1 – Dec 31 2024,28.69%,55356
,Colorado,Jan 1 – Dec 31 2018,29.37%,15538
,,Jan 1 – Dec 31 2019,29.76%,16884
,,Jan 1 – Dec 31 2020,27.85%,19696
,,Jan 1 – Dec 31 2021,30.17%,21574
,,Jan 1 – Dec 31 2022,30.74%,24405
,,Jan 1 – Dec 31 2023,30.51%,27944
,,Jan 1 – Dec 31 2024,29.11%,29226
,Indiana,Jan 1 – Dec 31 2018,28.90%,31614
,,Jan 1 – Dec 31 2019,31.06%,33221
,,Jan 1 – Dec 31 2020,29.12%,34686
,,Jan 1 – Dec 31 2021,30.46%,38328
,,Jan 1 – Dec 31 2022,30.82%,40298
,,Jan 1 – Dec 31 2023,31.13%,41260
,,Jan 1 – Dec 31 2024,30.37%,42006
,California,Jan 1 – Dec 31 2018,28.37%,35120
,,Jan 1 – Dec 31 2019,26.92%,48492
,,Jan 1 – Dec 31 2020,25.81%,61790
,,Jan 1 – Dec 31 2021,27.00%,69447
,,Jan 1 – Dec 31 2022,27.57%,78483
,,Jan 1 – Dec 31 2023,28.71%,84651
,,Jan 1 – Dec 31 2024,28.60%,99986
,Minnesota,Jan 1 – Dec 31 2018,31.69%,31079
,,Jan 1 – Dec 31 2019,32.61%,31973
,,Jan 1 – Dec 31 2020,29.32%,31157
,,Jan 1 – Dec 31 2021,29.49%,33213
,,Jan 1 – Dec 31 2022,29.37%,34536
,,Jan 1 – Dec 31 2023,30.49%,34411
,,Jan 1 – Dec 31 2024,29.21%,34352
,Utah,Jan 1 – Dec 31 2018,21.93%,2189
,,Jan 1 – Dec 31 2019,30.24%,5353
,,Jan 1 – Dec 31 2020,28.97%,5402
,,Jan 1 – Dec 31 2021,29.37%,5682
,,Jan 1 – Dec 31 2022,31.21%,6047
,,Jan 1 – Dec 31 2023,30.88%,5916
,,Jan 1 – Dec 31 2024,28.12%,5982
,Vermont,Jan 1 – Dec 31 2018,25.97%,566
,,Jan 1 – Dec 31 2019,26.49%,823
,,Jan 1 – Dec 31 2020,20.79%,1299
,,Jan 1 – Dec 31 2021,16.80%,1292
,,Jan 1 – Dec 31 2022,16.93%,1323
,,Jan 1 – Dec 31 2023,17.89%,1375
,,Jan 1 – Dec 31 2024,17.46%,1420
,Ohio,Jan 1 – Dec 31 2018,29.97%,57491
,,Jan 1 – Dec 31 2019,31.07%,61442
,,Jan 1 – Dec 31 2020,30.60%,62390
,,Jan 1 – Dec 31 2021,30.42%,66379
,,Jan 1 – Dec 31 2022,31.04%,71282
,,Jan 1 – Dec 31 2023,28.38%,92742
,,Jan 1 – Dec 31 2024,31.02%,104864
,Georgia,Jan 1 – Dec 31 2018,26.52%,14598
,,Jan 1 – Dec 31 2019,28.05%,19763
,,Jan 1 – Dec 31 2020,27.52%,20383
,,Jan 1 – Dec 31 2021,28.88%,20885
,,Jan 1 – Dec 31 2022,28.31%,22066
,,Jan 1 – Dec 31 2023,27.91%,23690
,,Jan 1 – Dec 31 2024,27.03%,26026
,North Dakota,Jan 1 – Dec 31 2018,32.49%,10838
,,Jan 1 – Dec 31 2019,33.57%,11039
,,Jan 1 – Dec 31 2020,31.56%,11236
,,Jan 1 – Dec 31 2021,30.63%,11515
,,Jan 1 – Dec 31 2022,32.62%,11749
,,Jan 1 – Dec 31 2023,31.00%,11779
,,Jan 1 – Dec 31 2024,31.35%,12632
,Florida,Jan 1 – Dec 31 2018,22.65%,18511
,,Jan 1 – Dec 31 2019,27.29%,22020
,,Jan 1 – Dec 31 2020,26.60%,23170
,,Jan 1 – Dec 31 2021,25.84%,32734
,,Jan 1 – Dec 31 2022,24.52%,50800
,,Jan 1 – Dec 31 2023,27.44%,56567
,,Jan 1 – Dec 31 2024,25.23%,61754
,Idaho,Jan 1 – Dec 31 2018,31.11%,8326
,,Jan 1 – Dec 31 2019,31.44%,8524
,,Jan 1 – Dec 31 2020,30.85%,9173
,,Jan 1 – Dec 31 2021,28.66%,9357
,,Jan 1 – Dec 31 2022,29.95%,13495
,,Jan 1 – Dec 31 2023,28.46%,13445
,,Jan 1 – Dec 31 2024,27.36%,14395
,Washington,Jan 1 – Dec 31 2018,28.79%,8339
,,Jan 1 – Dec 31 2019,30.60%,8558
,,Jan 1 – Dec 31 2020,28.23%,9505
,,Jan 1 – Dec 31 2021,26.72%,9247
,,Jan 1 – Dec 31 2022,27.08%,9632
,,Jan 1 – Dec 31 2023,28.33%,11584
,,Jan 1 – Dec 31 2024,25.46%,12624
,Virginia,Jan 1 – Dec 31 2018,30.43%,15093
,,Jan 1 – Dec 31 2019,29.19%,17348
,,Jan 1 – Dec 31 2020,27.75%,18803
,,Jan 1 – Dec 31 2021,28.04%,19403
,,Jan 1 – Dec 31 2022,28.42%,22492
,,Jan 1 – Dec 31 2023,27.66%,23980
,,Jan 1 – Dec 31 2024,27.58%,25043
,Arkansas,Jan 1 – Dec 31 2018,25.63%,4725
,,Jan 1 – Dec 31 2019,28.16%,7068
,,Jan 1 – Dec 31 2020,24.98%,7189
,,Jan 1 – Dec 31 2021,24.78%,8431
,,Jan 1 – Dec 31 2022,25.23%,9638
,,Jan 1 – Dec 31 2023,26.05%,10288
,,Jan 1 – Dec 31 2024,27.54%,9941
,Texas,Jan 1 – Dec 31 2018,29.00%,147350
,,Jan 1 – Dec 31 2019,30.15%,148816
,,Jan 1 – Dec 31 2020,28.87%,150834
,,Jan 1 – Dec 31 2021,28.94%,164815
,,Jan 1 – Dec 31 2022,28.88%,177543
,,Jan 1 – Dec 31 2023,28.65%,189735
,,Jan 1 – Dec 31 2024,27.85%,206391
,South Dakota,Jan 1 – Dec 31 2018,34.10%,7146
,,Jan 1 – Dec 31 2019,34.83%,7086
,,Jan 1 – Dec 31 2020,32.53%,6738
,,Jan 1 – Dec 31 2021,31.16%,6932
,,Jan 1 – Dec 31 2022,31.46%,7256
,,Jan 1 – Dec 31 2023,31.45%,7222
,,Jan 1 – Dec 31 2024,30.39%,7452
,Armed Forces Pacific,Jan 1 – Dec 31 2018,-,13
,,Jan 1 – Dec 31 2019,-,10 or fewer
,,Jan 1 – Dec 31 2020,-,10 or fewer
,,Jan 1 – Dec 31 2021,-,10 or fewer
,,Jan 1 – Dec 31 2022,-,10 or fewer
,,Jan 1 – Dec 31 2023,-,10 or fewer
,,Jan 1 – Dec 31 2024,-,10 or fewer
,Marshall Islands,Jan 1 – Dec 31 2018,-,10 or fewer
,,Jan 1 – Dec 31 2019,-,10 or fewer
,,Jan 1 – Dec 31 2020,-,10 or fewer
,,Jan 1 – Dec 31 2021,-,10 or fewer
,,Jan 1 – Dec 31 2022,-,10 or fewer
,,Jan 1 – Dec 31 2023,-,10 or fewer
,,Jan 1 – Dec 31 2024,-,10 or fewer
,Mississippi,Jan 1 – Dec 31 2018,27.13%,11018
,,Jan 1 – Dec 31 2019,29.23%,14236
,,Jan 1 – Dec 31 2020,28.29%,14833
,,Jan 1 – Dec 31 2021,29.19%,15909
,,Jan 1 – Dec 31 2022,28.40%,16932
,,Jan 1 – Dec 31 2023,29.37%,17964
,,Jan 1 – Dec 31 2024,28.03%,18185
,Maryland,Jan 1 – Dec 31 2018,27.04%,5525
,,Jan 1 – Dec 31 2019,29.29%,6087
,,Jan 1 – Dec 31 2020,27.59%,6311
,,Jan 1 – Dec 31 2021,30.39%,6479
,,Jan 1 – Dec 31 2022,29.29%,6718
,,Jan 1 – Dec 31 2023,29.25%,6929
,,Jan 1 – Dec 31 2024,28.77%,7158
,Nebraska,Jan 1 – Dec 31 2018,27.08%,2459
,,Jan 1 – Dec 31 2019,26.59%,2730
,,Jan 1 – Dec 31 2020,28.22%,2980
,,Jan 1 – Dec 31 2021,28.67%,2898
,,Jan 1 – Dec 31 2022,29.96%,3007
,,Jan 1 – Dec 31 2023,29.82%,3179
,,Jan 1 – Dec 31 2024,26.37%,3910
,Kansas,Jan 1 – Dec 31 2018,31.24%,5880
,,Jan 1 – Dec 31 2019,32.12%,6047
,,Jan 1 – Dec 31 2020,32.10%,5769
,,Jan 1 – Dec 31 2021,30.98%,5572
,,Jan 1 – Dec 31 2022,34.09%,5653
,,Jan 1 – Dec 31 2023,31.83%,6793
,,Jan 1 – Dec 31 2024,28.81%,7429
,Arizona,Jan 1 – Dec 31 2018,22.25%,1546
,,Jan 1 – Dec 31 2019,28.44%,1635
,,Jan 1 – Dec 31 2020,22.13%,1613
,,Jan 1 – Dec 31 2021,15.71%,3260
,,Jan 1 – Dec 31 2022,25.19%,6565
,,Jan 1 – Dec 31 2023,26.41%,7179
,,Jan 1 – Dec 31 2024,26.15%,7304
,New Mexico,Jan 1 – Dec 31 2018,24.97%,773
,,Jan 1 – Dec 31 2019,26.19%,886
,,Jan 1 – Dec 31 2020,24.18%,972
,,Jan 1 – Dec 31 2021,21.50%,479
,,Jan 1 – Dec 31 2022,18.70%,230
,,Jan 1 – Dec 31 2023,21.84%,412
,,Jan 1 – Dec 31 2024,18.38%,468
,Armed Forces Africa,Jan 1 – Dec 31 2018,-,11
,,Jan 1 – Dec 31 2019,-,10 or fewer
,,Jan 1 – Dec 31 2020,-,10 or fewer
,,Jan 1 – Dec 31 2021,-,10 or fewer
,,Jan 1 – Dec 31 2022,-,10 or fewer
,,Jan 1 – Dec 31 2023,-,10 or fewer
,,Jan 1 – Dec 31 2024,-,10 or fewer
,Hawaii,Jan 1 – Dec 31 2018,29.25%,3422
,,Jan 1 – Dec 31 2019,29.64%,3313
,,Jan 1 – Dec 31 2020,25.88%,3137
,,Jan 1 – Dec 31 2021,26.00%,3165
,,Jan 1 – Dec 31 2022,27.72%,3846
,,Jan 1 – Dec 31 2023,25.07%,4568
,,Jan 1 – Dec 31 2024,24.49%,5087
,Alabama,Jan 1 – Dec 31 2018,32.60%,1727
,,Jan 1 – Dec 31 2019,32.36%,1947
,,Jan 1 – Dec 31 2020,29.02%,1833
,,Jan 1 – Dec 31 2021,29.33%,3011
,,Jan 1 – Dec 31 2022,28.80%,3108
,,Jan 1 – Dec 31 2023,28.00%,3489
,,Jan 1 – Dec 31 2024,27.61%,3593
,Wyoming,Jan 1 – Dec 31 2018,30.13%,1912
,,Jan 1 – Dec 31 2019,27.69%,2185
,,Jan 1 – Dec 31 2020,29.33%,2257
,,Jan 1 – Dec 31 2021,27.94%,2262
,,Jan 1 – Dec 31 2022,28.32%,2345
,,Jan 1 – Dec 31 2023,28.27%,2497
,,Jan 1 – Dec 31 2024,27.12%,2445
,North Carolina,Jan 1 – Dec 31 2018,30.33%,34766
,,Jan 1 – Dec 31 2019,32.71%,39530
,,Jan 1 – Dec 31 2020,30.42%,50448
,,Jan 1 – Dec 31 2021,30.33%,53164
,,Jan 1 – Dec 31 2022,31.82%,56457
,,Jan 1 – Dec 31 2023,32.20%,57516
,,Jan 1 – Dec 31 2024,30.79%,60952
,Nevada,Jan 1 – Dec 31 2018,20.42%,4710
,,Jan 1 – Dec 31 2019,25.40%,5747
,,Jan 1 – Dec 31 2020,25.28%,5450
,,Jan 1 – Dec 31 2021,24.29%,5594
,,Jan 1 – Dec 31 2022,25.07%,5979
,,Jan 1 – Dec 31 2023,24.01%,5818
,,Jan 1 – Dec 31 2024,24.08%,6272
,Oklahoma,Jan 1 – Dec 31 2018,26.11%,5679
,,Jan 1 – Dec 31 2019,28.96%,5622
,,Jan 1 – Dec 31 2020,27.48%,5870
,,Jan 1 – Dec 31 2021,26.79%,6383
,,Jan 1 – Dec 31 2022,24.15%,8953
,,Jan 1 – Dec 31 2023,24.73%,13995
,,Jan 1 – Dec 31 2024,25.72%,15940
,Puerto Rico,Jan 1 – Dec 31 2018,-,34
,,Jan 1 – Dec 31 2019,-,33
,,Jan 1 – Dec 31 2020,-,21
,,Jan 1 – Dec 31 2021,-,21
,,Jan 1 – Dec 31 2022,-,32
,,Jan 1 – Dec 31 2023,23.58%,123
,,Jan 1 – Dec 31 2024,21.72%,594
,South Carolina,Jan 1 – Dec 31 2018,31.68%,21588
,,Jan 1 – Dec 31 2019,31.59%,24225
,,Jan 1 – Dec 31 2020,30.09%,24188
,,Jan 1 – Dec 31 2021,29.24%,24807
,,Jan 1 – Dec 31 2022,29.13%,27431
,,Jan 1 – Dec 31 2023,28.93%,30850
,,Jan 1 – Dec 31 2024,27.10%,31061
,Montana,Jan 1 – Dec 31 2018,29.18%,2286
,,Jan 1 – Dec 31 2019,28.89%,2167
,,Jan 1 – Dec 31 2020,23.90%,2347
,,Jan 1 – Dec 31 2021,26.19%,2585
,,Jan 1 – Dec 31 2022,28.93%,2644
,,Jan 1 – Dec 31 2023,27.16%,2813
,,Jan 1 – Dec 31 2024,25.90%,3854
,Missouri,Jan 1 – Dec 31 2018,24.71%,2958
,,Jan 1 – Dec 31 2019,24.76%,4156
,,Jan 1 – Dec 31 2020,24.40%,4914
,,Jan 1 – Dec 31 2021,23.72%,5380
,,Jan 1 – Dec 31 2022,25.55%,5858
,,Jan 1 – Dec 31 2023,28.82%,7769
,,Jan 1 – Dec 31 2024,26.09%,9419
,Alaska,Jan 1 – Dec 31 2018,23.68%,228
,,Jan 1 – Dec 31 2019,24.28%,173
,,Jan 1 – Dec 31 2020,18.84%,207
,,Jan 1 – Dec 31 2021,24.77%,222
,,Jan 1 – Dec 31 2022,21.24%,193
,,Jan 1 – Dec 31 2023,24.86%,185
,,Jan 1 – Dec 31 2024,14.62%,171
,Tennessee,Jan 1 – Dec 31 2018,27.91%,2813
,,Jan 1 – Dec 31 2019,26.15%,2887
,,Jan 1 – Dec 31 2020,28.28%,3539
,,Jan 1 – Dec 31 2021,24.86%,4408
,,Jan 1 – Dec 31 2022,22.60%,5955
,,Jan 1 – Dec 31 2023,23.83%,6609
,,Jan 1 – Dec 31 2024,20.65%,9163
,New Jersey,Jan 1 – Dec 31 2018,27.81%,4754
,,Jan 1 – Dec 31 2019,26.44%,5723
,,Jan 1 – Dec 31 2020,23.79%,7196
,,Jan 1 – Dec 31 2021,23.80%,8849
,,Jan 1 – Dec 31 2022,25.82%,9620
,,Jan 1 – Dec 31 2023,23.48%,10755
,,Jan 1 – Dec 31 2024,23.09%,15277
,"American Samoa, South Pacific",Jan 1 – Dec 31 2018,-,10 or fewer
,,Jan 1 – Dec 31 2019,-,10 or fewer
,,Jan 1 – Dec 31 2020,-,10 or fewer
,,Jan 1 – Dec 31 2021,-,10 or fewer
,,Jan 1 – Dec 31 2022,-,10 or fewer
,,Jan 1 – Dec 31 2023,-,10 or fewer
,,Jan 1 – Dec 31 2024,-,10 or fewer
,"Total: Total includes all data under the Less than 1 Years bucket, including data from rows not currently displayed.",Jan 1 – Dec 31 2018,29.56%,844812
,,Jan 1 – Dec 31 2019,31.03%,928341
,,Jan 1 – Dec 31 2020,29.30%,989832
,,Jan 1 – Dec 31 2021,29.36%,1062009
,,Jan 1 – Dec 31 2022,29.87%,1170731
,,Jan 1 – Dec 31 2023,29.68%,1259087
,,Jan 1 – Dec 31 2024,29.02%,1376362
? 1 and < 2 Years,Connecticut,Jan 1 – Dec 31 2018,89.23%,4845
,,Jan 1 – Dec 31 2019,88.14%,4941
,,Jan 1 – Dec 31 2020,85.64%,5382
,,Jan 1 – Dec 31 2021,89.01%,4451
,,Jan 1 – Dec 31 2022,87.40%,5152
,,Jan 1 – Dec 31 2023,88.29%,5903
,,Jan 1 – Dec 31 2024,90.53%,12269
,Maine,Jan 1 – Dec 31 2018,85.58%,3246
,,Jan 1 – Dec 31 2019,87.04%,5681
,,Jan 1 – Dec 31 2020,86.54%,5385
,,Jan 1 – Dec 31 2021,88.39%,5419
,,Jan 1 – Dec 31 2022,86.25%,6173
,,Jan 1 – Dec 31 2023,86.49%,6356
,,Jan 1 – Dec 31 2024,85.21%,6489
,Delaware,Jan 1 – Dec 31 2018,87.81%,5556
,,Jan 1 – Dec 31 2019,88.17%,6008
,,Jan 1 – Dec 31 2020,86.22%,6242
,,Jan 1 – Dec 31 2021,86.93%,6795
,,Jan 1 – Dec 31 2022,86.53%,6973
,,Jan 1 – Dec 31 2023,86.75%,7239
,,Jan 1 – Dec 31 2024,84.20%,7291
,New Hampshire,Jan 1 – Dec 31 2018,87.93%,4541
,,Jan 1 – Dec 31 2019,89.18%,4973
,,Jan 1 – Dec 31 2020,88.08%,4858
,,Jan 1 – Dec 31 2021,88.06%,5191
,,Jan 1 – Dec 31 2022,86.56%,5631
,,Jan 1 – Dec 31 2023,87.00%,5575
,,Jan 1 – Dec 31 2024,86.51%,5722
,Massachusetts,Jan 1 – Dec 31 2018,87.80%,16585
,,Jan 1 – Dec 31 2019,89.32%,17066
,,Jan 1 – Dec 31 2020,87.38%,16520
,,Jan 1 – Dec 31 2021,88.28%,17051
,,Jan 1 – Dec 31 2022,87.56%,19324
,,Jan 1 – Dec 31 2023,87.42%,22733
,,Jan 1 – Dec 31 2024,87.01%,26158
,Iowa,Jan 1 – Dec 31 2018,81.22%,18573
,,Jan 1 – Dec 31 2019,81.72%,18949
,,Jan 1 – Dec 31 2020,79.70%,18858
,,Jan 1 – Dec 31 2021,81.67%,18990
,,Jan 1 – Dec 31 2022,80.79%,20026
,,Jan 1 – Dec 31 2023,81.19%,22198
,,Jan 1 – Dec 31 2024,81.72%,24352
,Wisconsin,Jan 1 – Dec 31 2018,83.57%,40444
,,Jan 1 – Dec 31 2019,87.82%,43340
,,Jan 1 – Dec 31 2020,86.08%,42426
,,Jan 1 – Dec 31 2021,86.50%,42200
,,Jan 1 – Dec 31 2022,85.69%,44475
,,Jan 1 – Dec 31 2023,85.53%,45043
,,Jan 1 – Dec 31 2024,84.37%,44841
,Pennsylvania,Jan 1 – Dec 31 2018,84.28%,37995
,,Jan 1 – Dec 31 2019,86.13%,40641
,,Jan 1 – Dec 31 2020,83.95%,40000
,,Jan 1 – Dec 31 2021,84.53%,44531
,,Jan 1 – Dec 31 2022,84.03%,47261
,,Jan 1 – Dec 31 2023,83.74%,49650
,,Jan 1 – Dec 31 2024,83.46%,48926
,Rhode Island,Jan 1 – Dec 31 2018,86.71%,1234
,,Jan 1 – Dec 31 2019,87.28%,1148
,,Jan 1 – Dec 31 2020,84.55%,1100
,,Jan 1 – Dec 31 2021,86.42%,1193
,,Jan 1 – Dec 31 2022,89.27%,1473
,,Jan 1 – Dec 31 2023,87.72%,2354
,,Jan 1 – Dec 31 2024,90.92%,6300
,Louisiana,Jan 1 – Dec 31 2018,85.03%,16094
,,Jan 1 – Dec 31 2019,87.29%,15831
,,Jan 1 – Dec 31 2020,86.53%,15644
,,Jan 1 – Dec 31 2021,85.72%,16607
,,Jan 1 – Dec 31 2022,85.26%,19113
,,Jan 1 – Dec 31 2023,84.23%,21361
,,Jan 1 – Dec 31 2024,83.29%,22168
,Illinois,Jan 1 – Dec 31 2018,81.99%,34682
,,Jan 1 – Dec 31 2019,84.06%,49085
,,Jan 1 – Dec 31 2020,81.38%,48516
,,Jan 1 – Dec 31 2021,82.37%,50321
,,Jan 1 – Dec 31 2022,82.29%,55619
,,Jan 1 – Dec 31 2023,81.54%,58213
,,Jan 1 – Dec 31 2024,81.16%,59183
,Kentucky,Jan 1 – Dec 31 2018,80.84%,15193
,,Jan 1 – Dec 31 2019,85.92%,16906
,,Jan 1 – Dec 31 2020,84.43%,18759
,,Jan 1 – Dec 31 2021,85.65%,22044
,,Jan 1 – Dec 31 2022,85.01%,24930
,,Jan 1 – Dec 31 2023,84.89%,26672
,,Jan 1 – Dec 31 2024,84.48%,28792
,New York,Jan 1 – Dec 31 2018,84.74%,22366
,,Jan 1 – Dec 31 2019,87.98%,24245
,,Jan 1 – Dec 31 2020,85.05%,25089
,,Jan 1 – Dec 31 2021,85.61%,27887
,,Jan 1 – Dec 31 2022,85.97%,29798
,,Jan 1 – Dec 31 2023,85.68%,31547
,,Jan 1 – Dec 31 2024,84.56%,34090
,West Virginia,Jan 1 – Dec 31 2018,74.98%,3513
,,Jan 1 – Dec 31 2019,84.58%,4443
,,Jan 1 – Dec 31 2020,81.50%,4682
,,Jan 1 – Dec 31 2021,83.49%,5300
,,Jan 1 – Dec 31 2022,82.31%,6681
,,Jan 1 – Dec 31 2023,82.88%,8557
,,Jan 1 – Dec 31 2024,82.98%,10121
,Oregon,Jan 1 – Dec 31 2018,81.58%,17566
,,Jan 1 – Dec 31 2019,85.45%,18776
,,Jan 1 – Dec 31 2020,83.45%,17583
,,Jan 1 – Dec 31 2021,82.21%,18109
,,Jan 1 – Dec 31 2022,82.72%,19057
,,Jan 1 – Dec 31 2023,81.54%,19665
,,Jan 1 – Dec 31 2024,80.77%,22469
,Michigan,Jan 1 – Dec 31 2018,82.47%,26813
,,Jan 1 – Dec 31 2019,84.92%,27306
,,Jan 1 – Dec 31 2020,83.92%,38974
